Quantity,UnitPrice,OrderStatus,ItemsInCart,TotalPrice,Year,Month,DayOfWeek,IsWeekend,RevenuePerCartItem,OrderStatus_encoded,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_FREESHIP,CouponCode_SAVE10,CouponCode_WINTER15,RevenueIntensityScore,PriceDeviation,SpendTier
4.0,515.19,Pending,9.0,2060.76,2024,12,3,0,228.97333333333336,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,57.24333333333334,163.47508287292823,2
1.0,450.07,Shipped,6.0,450.07,2023,6,2,0,75.01166666666667,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,75.01166666666667,74.8524358974359,0
1.0,52.54,Cancelled,6.0,52.54,2024,10,6,1,8.756666666666666,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.756666666666666,-299.1749171270718,0
2.0,424.32,Returned,6.0,848.64,2023,9,0,0,141.44,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,70.72,56.64089385474858,1
3.0,631.64,Returned,3.0,1894.92,2023,8,5,1,631.64,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,210.54666666666668,272.97638036809815,2
5.0,327.68,Returned,6.0,1638.4,2023,10,6,1,273.06666666666666,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,54.61333333333334,-24.03491712707182,1
1.0,414.47,Returned,3.0,414.47,2023,5,5,1,138.15666666666667,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,138.15666666666667,62.7550828729282,0
4.0,221.33,Pending,5.0,885.32,2023,2,5,1,177.06400000000002,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,44.266000000000005,-136.37705202312137,1
1.0,512.39,Delivered,2.0,512.39,2024,4,3,0,256.195,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,256.195,137.1724358974359,0
3.0,459.34,Pending,3.0,1378.02,2025,1,4,0,459.34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,153.11333333333334,91.66089385474856,1
1.0,146.32,Shipped,4.0,146.32,2024,9,6,1,36.58,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,36.58,-221.35910614525142,0
4.0,83.6,Pending,4.0,334.4,2024,11,1,0,83.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.9,-246.0081176470588,0
2.0,328.54,Returned,6.0,657.08,2023,12,2,0,109.51333333333334,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,54.75666666666667,-23.174917127071808,0
5.0,314.94,Pending,8.0,1574.7,2024,5,0,0,196.8375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,39.3675,-40.72028089887641,1
2.0,69.64,Returned,6.0,139.28,2024,5,1,0,23.213333333333335,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11.606666666666667,-286.0202808988764,0
1.0,135.17,Shipped,6.0,135.17,2024,6,5,1,22.528333333333332,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,22.528333333333332,-216.54491712707184,0
1.0,487.21,Delivered,3.0,487.21,2024,3,5,1,162.40333333333334,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,162.40333333333334,111.99243589743588,0
5.0,509.58,Delivered,6.0,2547.9,2023,10,2,0,424.65000000000003,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,84.93,151.8729479768786,3
2.0,416.81,Returned,2.0,833.62,2024,4,6,1,416.81,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,208.405,65.09508287292817,0
2.0,160.0,Pending,4.0,320.0,2023,9,0,0,80.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,40.0,-197.70705202312138,0
3.0,253.05,Pending,3.0,759.1500000000001,2024,8,0,0,253.05000000000004,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,84.35000000000001,-114.6291061452514,0
5.0,615.1,Returned,10.0,3075.5,2024,1,0,0,307.55,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,61.51,256.4363803680982,3
1.0,183.18,Cancelled,6.0,183.18,2023,4,5,1,30.53,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30.53,-175.48361963190183,0
1.0,75.78,Pending,5.0,75.78,2023,7,6,1,15.156,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15.156,-275.9349171270718,0
1.0,675.57,Shipped,1.0,675.57,2025,5,4,0,675.57,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,675.57,307.89089385474864,0
1.0,109.29,Cancelled,5.0,109.29,2024,11,2,0,21.858,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21.858,-248.41705202312136,0
1.0,639.83,Pending,2.0,639.83,2024,3,1,0,319.915,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,319.915,264.61243589743594,0
5.0,62.81,Shipped,9.0,314.05,2023,6,0,0,34.894444444444446,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.978888888888889,-266.7981176470588,0
4.0,615.83,Returned,4.0,2463.32,2025,5,6,1,615.83,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,153.9575,286.22188235294124,2
4.0,510.58,Returned,7.0,2042.32,2024,7,1,0,291.76,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,72.94,151.91638036809815,2
1.0,334.39,Returned,2.0,334.39,2024,7,2,0,167.195,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,167.195,4.781882352941182,0
1.0,144.25,Returned,2.0,144.25,2024,10,6,1,72.125,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,72.125,-213.45705202312138,0
1.0,401.82,Shipped,5.0,401.82,2024,6,5,1,80.364,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,80.364,34.14089385474858,0
1.0,252.68,Cancelled,1.0,252.68,2025,3,0,0,252.68,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,252.68,-122.53756410256409,0
5.0,662.78,Shipped,9.0,3313.9,2023,5,4,0,368.2111111111111,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,73.64222222222223,305.0729479768786,3
4.0,434.42,Cancelled,6.0,1737.68,2023,3,1,0,289.61333333333334,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,72.40333333333334,66.7408938547486,2
5.0,513.49,Cancelled,8.0,2567.45,2024,2,0,0,320.93125,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,64.18625,161.77508287292818,3
1.0,432.47,Delivered,4.0,432.47,2023,7,1,0,108.1175,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,108.1175,57.25243589743593,0
1.0,45.94,Cancelled,2.0,45.94,2024,8,4,0,22.97,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,22.97,-283.6681176470588,0
1.0,418.36,Delivered,5.0,418.36,2025,6,5,1,83.672,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,83.672,43.14243589743592,0
5.0,676.98,Cancelled,5.0,3330.4075,2023,11,6,1,666.0815,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,133.2163,321.3197191011236,3
4.0,263.62,Shipped,5.0,1054.48,2023,9,4,0,210.89600000000002,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,52.724000000000004,-104.0591061452514,1
5.0,551.27,Cancelled,7.0,2756.35,2025,4,5,1,393.7642857142857,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,78.75285714285714,221.66188235294118,3
3.0,508.12,Cancelled,8.0,1524.36,2023,1,4,0,190.545,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,63.51499999999999,152.4597191011236,1
2.0,14.93,Shipped,4.0,29.86,2025,2,1,0,7.465,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3.7325,-340.7302808988764,0
3.0,229.34,Shipped,6.0,688.02,2023,11,2,0,114.67,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,38.22333333333333,-122.37491712707183,0
2.0,438.62,Cancelled,3.0,877.24,2025,4,5,1,292.41333333333336,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,146.20666666666668,70.9408938547486,1
2.0,513.59,Returned,4.0,1027.18,2024,1,0,0,256.795,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,128.3975,138.37243589743593,1
2.0,253.74,Shipped,5.0,507.48,2025,3,2,0,101.49600000000001,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,50.748000000000005,-121.47756410256409,0
3.0,62.77,Shipped,6.0,188.31,2024,11,4,0,31.385,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,10.461666666666666,-304.9091061452514,0
4.0,25.29,Pending,8.0,101.16,2023,2,5,1,12.645,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3.16125,-333.3736196319018,0
1.0,335.1,Pending,6.0,335.1,2023,6,4,0,55.85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,55.85,-20.560280898876385,0
4.0,484.85,Delivered,5.0,1939.4,2023,4,6,1,387.88,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,96.97,127.14294797687865,2
3.0,381.41,Pending,6.0,1144.23,2025,3,6,1,190.705,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,63.568333333333335,22.746380368098187,1
5.0,347.92,Pending,6.0,1739.6,2023,1,2,0,289.93333333333334,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,57.986666666666665,-27.29756410256408,2
4.0,15.01,Cancelled,6.0,60.04,2024,5,2,0,10.006666666666666,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.5016666666666665,-340.6502808988764,0
3.0,404.79,Shipped,6.0,1214.37,2023,8,1,0,202.39499999999998,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,67.46499999999999,49.12971910112361,1
4.0,611.26,Shipped,5.0,2445.04,2023,2,4,0,489.008,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,122.252,259.54508287292816,2
3.0,346.52,Pending,3.0,1039.56,2023,3,3,0,346.52,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,115.50666666666666,-5.194917127071847,1
1.0,36.65,Cancelled,1.0,36.65,2024,12,3,0,36.65,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,36.65,-319.01028089887643,0
3.0,149.34,Cancelled,7.0,448.02,2023,9,1,0,64.00285714285714,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,21.334285714285713,-218.3391061452514,0
5.0,467.81,Cancelled,10.0,2339.05,2024,7,0,0,233.90500000000003,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,46.781000000000006,112.1497191011236,2
5.0,420.7,Pending,5.0,2103.5,2023,1,3,0,420.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,84.14,45.48243589743589,2
5.0,606.52,Shipped,6.0,3032.6,2023,10,2,0,505.43333333333334,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,101.08666666666666,248.8129479768786,3
1.0,420.26,Pending,4.0,420.26,2025,1,1,0,105.065,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,105.065,45.042435897435894,0
3.0,505.79,Pending,3.0,1517.37,2023,7,2,0,505.78999999999996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,168.59666666666666,148.08294797687864,1
4.0,493.73,Pending,6.0,1974.92,2025,6,3,0,329.15333333333336,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,82.28833333333334,118.51243589743592,2
3.0,201.21,Cancelled,3.0,603.63,2025,3,4,0,201.21,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,67.07,-150.50491712707182,0
3.0,112.29,Shipped,6.0,336.87,2024,10,3,0,56.145,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18.715,-239.4249171270718,0
4.0,132.56,Returned,8.0,530.24,2023,7,2,0,66.28,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,16.57,-235.1191061452514,0
3.0,539.46,Shipped,4.0,1618.38,2023,4,3,0,404.595,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,134.865,187.7450828729282,1
5.0,508.59,Returned,8.0,2542.95,2024,4,6,1,317.86875,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,63.57375,150.8829479768786,3
4.0,203.46,Pending,7.0,813.84,2024,2,6,1,116.26285714285714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,29.065714285714286,-126.1481176470588,0
3.0,565.25,Returned,7.0,1695.75,2023,5,5,1,242.25,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,80.75,206.58638036809816,2
3.0,136.84,Pending,4.0,410.52,2023,8,3,0,102.63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,34.21,-230.8391061452514,0
2.0,464.5,Cancelled,2.0,929.0,2025,6,2,0,464.5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,232.25,105.83638036809816,1
2.0,434.97,Shipped,7.0,869.94,2023,6,6,1,124.27714285714286,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,62.13857142857143,83.2550828729282,1
2.0,43.67,Returned,4.0,87.34,2023,7,1,0,21.835,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.9175,-314.9936196319018,0
1.0,171.59,Pending,5.0,171.59,2023,7,2,0,34.318,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,34.318,-203.6275641025641,0
1.0,558.27,Delivered,1.0,558.27,2025,5,2,0,558.27,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,558.27,183.05243589743588,0
2.0,425.03,Returned,2.0,850.06,2023,2,2,0,425.03,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,212.515,67.3229479768786,1
1.0,376.76,Delivered,5.0,376.76,2024,12,0,0,75.352,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,75.352,25.045082872928162,0
5.0,575.24,Delivered,7.0,2876.2,2024,3,4,0,410.88571428571424,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,82.17714285714285,216.57638036809817,3
3.0,568.02,Pending,3.0,1704.06,2024,9,4,0,568.02,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,189.34,238.41188235294118,2
3.0,94.88,Shipped,8.0,284.64,2025,2,6,1,35.58,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,11.86,-272.7991061452514,0
3.0,304.15,Shipped,3.0,912.4499999999999,2023,4,6,1,304.15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,101.38333333333333,-47.56491712707185,1
3.0,553.52,Shipped,4.0,1660.56,2023,3,1,0,415.14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,138.38,178.30243589743588,1
3.0,166.99,Returned,8.0,500.97,2024,4,6,1,62.62125,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,20.87375,-191.67361963190183,0
4.0,198.35,Cancelled,7.0,793.4,2024,4,1,0,113.34285714285714,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,28.335714285714285,-169.32910614525142,0
4.0,403.58,Pending,9.0,1614.32,2025,6,4,0,179.36888888888888,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,44.84222222222222,51.865082872928156,1
4.0,464.29,Returned,5.0,1857.16,2025,5,5,1,371.432,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,92.858,106.58294797687864,2
3.0,635.98,Returned,5.0,1907.94,2023,3,4,0,381.588,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,127.196,277.3163803680982,2
1.0,528.06,Shipped,2.0,528.06,2024,2,6,1,264.03,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,264.03,152.84243589743585,0
1.0,515.32,Cancelled,1.0,515.32,2024,4,5,1,515.32,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,515.32,159.65971910112364,0
4.0,657.79,Returned,6.0,2631.16,2025,2,1,0,438.52666666666664,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,109.63166666666666,328.18188235294116,3
1.0,153.0,Returned,4.0,153.0,2023,10,2,0,38.25,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,38.25,-222.2175641025641,0
1.0,668.48,Shipped,1.0,668.48,2023,12,6,1,668.48,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,668.48,309.8163803680982,0
2.0,46.5,Returned,7.0,93.0,2024,2,3,0,13.285714285714286,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6.642857142857143,-283.1081176470588,0
5.0,653.47,Cancelled,10.0,3267.35,2024,8,0,0,326.735,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,65.347,297.8097191011236,3
1.0,628.89,Returned,2.0,628.89,2025,2,2,0,314.445,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,314.445,273.2297191011236,0
2.0,675.1,Pending,4.0,1350.2,2024,4,6,1,337.55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,168.775,307.4208938547486,1
4.0,89.41,Pending,9.0,357.64,2024,7,3,0,39.73777777777778,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.934444444444445,-266.25028089887644,0
5.0,320.01,Delivered,6.0,1600.05,2024,7,1,0,266.675,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,53.335,-9.598117647058814,1
2.0,41.0,Delivered,7.0,82.0,2025,5,5,1,11.714285714285714,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5.857142857142857,-316.7070520231214,0
1.0,565.85,Returned,1.0,565.85,2023,3,6,1,565.85,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,565.85,236.24188235294122,0
3.0,648.59,Cancelled,4.0,1945.77,2024,6,3,0,486.4425,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,162.1475,292.9297191011236,2
3.0,68.12,Cancelled,3.0,204.36,2024,7,2,0,68.12,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22.706666666666667,-290.54361963190183,0
1.0,616.1,Returned,6.0,616.1,2024,6,6,1,102.68333333333334,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,102.68333333333334,260.4397191011236,0
3.0,247.47,Delivered,4.0,742.41,2025,3,6,1,185.6025,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,61.8675,-120.20910614525141,0
3.0,490.74,Shipped,3.0,1472.22,2024,5,4,0,490.74,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,163.58,115.52243589743591,1
3.0,531.72,Delivered,7.0,1595.16,2025,2,1,0,227.88000000000002,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,75.96000000000001,202.11188235294122,1
5.0,648.65,Pending,7.0,3243.25,2024,1,0,0,463.32142857142856,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,92.66428571428571,290.9429479768786,3
5.0,456.06,Pending,10.0,2280.3,2023,8,0,0,228.03000000000003,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,45.606,104.34508287292817,2
1.0,17.98,Cancelled,6.0,17.98,2023,11,1,0,2.9966666666666666,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.9966666666666666,-349.6991061452514,0
5.0,269.86,Shipped,6.0,1349.3,2024,3,5,1,224.88333333333333,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,44.97666666666667,-59.74811764705879,1
5.0,31.96,Returned,5.0,159.8,2024,3,6,1,31.96,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6.392,-319.75491712707185,0
2.0,98.47,Returned,3.0,196.94,2023,12,1,0,65.64666666666666,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,32.82333333333333,-260.1936196319018,0
1.0,158.68,Returned,6.0,158.68,2024,3,4,0,26.44666666666667,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,26.44666666666667,-199.98361963190183,0
1.0,613.98,Delivered,4.0,613.98,2023,8,6,1,153.495,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,153.495,238.76243589743592,0
3.0,426.12,Delivered,5.0,1278.36,2024,1,4,0,255.67199999999997,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,85.22399999999999,74.40508287292818,1
4.0,629.88,Cancelled,8.0,2519.52,2025,2,1,0,314.94,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,78.735,271.21638036809816,3
4.0,228.91,Shipped,4.0,915.64,2023,10,6,1,228.91,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,57.2275,-128.79705202312138,1
1.0,120.98,Delivered,6.0,120.98,2023,5,3,0,20.163333333333334,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,20.163333333333334,-236.72705202312136,0
4.0,425.18,Returned,8.0,1700.72,2023,9,5,1,212.59,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,53.1475,69.5197191011236,2
2.0,333.83,Cancelled,4.0,667.66,2023,8,2,0,166.915,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,83.4575,-41.38756410256411,0
2.0,492.9,Returned,5.0,985.8,2025,5,4,0,197.16,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,98.58,135.1929479768786,1
1.0,92.04,Shipped,2.0,92.04,2023,1,5,1,46.02,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,46.02,-275.6391061452514,0
1.0,654.27,Pending,2.0,654.27,2023,1,5,1,327.135,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,327.135,296.5629479768786,0
1.0,56.2,Pending,1.0,56.2,2023,6,3,0,56.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,56.2,-311.4791061452514,0
4.0,628.12,Delivered,6.0,2512.48,2024,7,1,0,418.74666666666667,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,104.68666666666667,252.9024358974359,3
3.0,157.4,Cancelled,7.0,472.2,2024,4,0,0,67.45714285714286,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,22.485714285714284,-172.2081176470588,0
4.0,588.85,Pending,7.0,2355.4,2023,1,1,0,336.4857142857143,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,84.12142857142858,230.18638036809818,2
2.0,494.78,Shipped,2.0,989.56,2023,1,1,0,494.78,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,247.39,143.06508287292814,1
3.0,663.93,Returned,6.0,1991.79,2023,10,4,0,331.965,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,110.655,306.2229479768786,2
1.0,132.68,Returned,1.0,132.68,2023,12,1,0,132.68,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,132.68,-225.02705202312137,0
5.0,364.28,Cancelled,5.0,1821.4,2025,4,1,0,364.28000000000003,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72.85600000000001,34.67188235294117,2
5.0,307.98,Pending,10.0,1539.9,2023,5,6,1,153.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,30.798000000000002,-59.69910614525139,1
4.0,162.71,Cancelled,7.0,650.84,2024,4,3,0,92.97714285714287,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,23.244285714285716,-212.5075641025641,0
5.0,492.94,Shipped,10.0,2464.7,2024,9,0,0,246.46999999999997,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,49.294,137.2797191011236,2
2.0,343.99,Delivered,4.0,687.98,2023,3,4,0,171.995,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,85.9975,-13.717052023121369,0
5.0,250.68,Shipped,8.0,1253.4,2025,3,5,1,156.675,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,31.335,-78.9281176470588,1
2.0,362.14,Pending,2.0,724.28,2024,12,4,0,362.14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,181.07,32.53188235294118,0
1.0,214.08,Returned,2.0,214.08,2024,11,5,1,107.04,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,107.04,-153.5991061452514,0
1.0,70.32,Returned,4.0,70.32,2023,11,5,1,17.58,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,17.58,-281.39491712707184,0
5.0,421.42,Cancelled,7.0,2107.1,2023,1,2,0,301.0142857142857,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,60.20285714285714,65.75971910112361,2
